step,wall_time,tokens,lr,train_loss,val_loss,grad_norm
1,0.3,8192,0.00001530,9.8456,9.8355,10.5302
50,5.2,409600,0.00075023,4.2812,4.3290,1.5088
100,10.3,819200,0.00150015,3.4826,3.5449,1.8560
150,15.4,1228800,0.00225008,3.3819,131.4532,1.4175
