step,grad_norm,step_time
1,1.294182,0.136907
2,1.302585,0.120676
3,1.297356,0.117711
4,1.300475,0.118523
5,1.645096,0.118125
6,1.943516,0.117496
7,1.917297,0.118210
8,1.747249,0.120271
9,1.643889,0.119287
10,1.473489,0.118059
11,1.172491,0.118006
12,0.793052,0.117084
13,0.808399,0.118090
14,0.723746,0.118320
15,1.218541,0.118054
16,1.023074,0.119780
17,1.086139,0.119036
18,1.093077,0.118597
19,0.690214,0.118867
20,0.765154,0.117828
21,0.851055,0.117922
22,0.552912,0.118231
23,0.967710,0.118151
24,0.771018,0.119404
25,0.805804,0.118745
26,0.586279,0.118500
27,0.696215,0.118455
28,0.582157,0.117937
29,0.542832,0.118556
30,0.614924,0.118129
31,0.850876,0.118716
32,0.742207,0.119318
33,0.803992,0.118640
34,0.562224,0.118869
35,0.603258,0.118632
36,0.459799,0.117701
37,0.508012,0.117847
38,0.500421,0.118115
39,0.527213,0.118694
40,0.537294,0.119422
41,0.574614,0.118619
42,0.456674,0.118828
43,0.490737,0.118233
44,0.539187,0.118048
45,0.484578,0.118131
46,0.534258,0.118460
47,0.580294,0.118194
48,0.482798,0.118520
49,0.634644,0.118028
50,0.593937,0.119079
51,0.513300,0.118488
52,0.558854,0.118831
53,0.625326,0.118304
54,0.516136,0.118831
55,0.560398,0.118314
56,0.502018,0.117967
57,0.519448,0.119275
58,0.513492,0.118804
59,0.480522,0.118749
60,0.503445,0.118762
61,0.520917,0.118236
62,0.573908,0.118893
63,0.629270,0.119167
64,0.477521,0.117922
65,0.458968,0.118361
66,0.445890,0.118024
67,0.418558,0.118494
68,0.468905,0.119233
69,0.454191,0.118557
70,0.648521,0.118652
71,0.658618,0.118875
72,0.500885,0.118324
73,0.620591,0.118487
74,0.524077,0.117748
75,0.543613,0.118349
76,0.491657,0.118945
77,0.485704,0.118602
78,0.428425,0.118895
79,0.449253,0.118790
80,0.486270,0.118639
81,0.531021,0.118299
82,0.444557,0.117851
83,0.498268,0.119018
84,0.512760,0.119150
85,0.405252,0.118682
86,0.533241,0.118777
87,0.377376,0.118864
88,0.526676,0.118670
89,0.441035,0.117966
90,0.467791,0.118005
91,0.444661,0.118271
92,0.454362,0.118628
93,0.453570,0.118492
94,0.455433,0.118990
95,0.488621,0.118768
96,0.423350,0.118638
97,0.498201,0.118236
98,0.562823,0.117526
99,0.360885,0.118681
100,0.391855,0.119058
101,0.357591,0.120119
102,0.426477,0.118897
103,0.369465,0.118895
104,0.355563,0.118097
105,0.341114,0.117648
106,0.358978,0.118520
107,0.361375,0.118628
108,0.332773,0.118683
109,0.338094,0.119187
110,0.339620,0.118351
111,0.342106,0.119322
112,0.359972,0.118619
113,0.318849,0.118230
114,0.331921,0.118702
115,0.379195,0.117794
116,0.314088,0.118442
117,0.286355,0.118674
118,0.275940,0.118823
119,0.295164,0.118496
120,0.301688,0.118647
121,0.285187,0.118546
122,0.290323,0.119016
123,0.267046,0.118337
124,0.301810,0.118276
125,0.271946,0.118964
126,0.302070,0.118914
127,0.277640,0.118998
128,0.297906,0.117961
129,0.272565,0.118834
130,0.260469,0.118492
131,0.272976,0.118679
132,0.302062,0.118488
133,0.260411,0.118546
134,0.272021,0.118921
135,0.258025,0.119268
136,0.247515,0.118199
137,0.251315,0.118822
138,0.263121,0.118646
139,0.263970,0.118141
140,0.289924,0.117789
141,0.231718,0.117833
142,0.278285,0.118766
143,0.248251,0.119590
144,0.256998,0.118189
145,0.234705,0.118411
146,0.254109,0.119073
147,0.225957,0.118182
148,0.232359,0.118258
149,0.281992,0.118548
150,0.257949,0.118118
151,0.253277,0.119815
152,0.298894,0.118638
153,0.279326,0.118447
154,0.307264,0.117877
155,0.243886,0.118641
156,0.324427,0.118305
157,0.231414,0.118318
158,0.285694,0.118229
159,0.251295,0.118212
160,0.232299,0.119202
161,0.220018,0.118726
162,0.278776,0.118382
163,0.223311,0.118461
164,0.259636,0.118280
165,0.237789,0.118705
166,0.266412,0.119309
167,0.223162,0.118614
168,0.229005,0.119034
169,0.219543,0.118327
170,0.281580,0.118428
171,0.197291,0.118794
172,0.245128,0.118109
173,0.207393,0.118453
174,0.202305,0.118745
175,0.209473,0.118481
176,0.179430,0.119210
177,0.210445,0.118606
178,0.228692,0.118540
179,0.199985,0.118611
180,0.217527,0.118378
181,0.203258,0.118362
182,0.218984,0.118605
183,0.209350,0.118679
184,0.202292,0.119434
185,0.187045,0.118549
186,0.226628,0.118570
187,0.213366,0.118556
188,0.201570,0.118984
189,0.246123,0.118097
190,0.232313,0.119065
191,0.229634,0.119191
192,0.212810,0.118763
193,0.197851,0.118888
194,0.213801,0.118963
195,0.216010,0.118213
196,0.195555,0.118254
197,0.231887,0.117946
198,0.170365,0.118569
199,0.191521,0.119043
200,0.183777,0.118611
201,0.178075,0.119540
202,0.190912,0.118294
203,0.184127,0.117749
204,0.193063,0.118542
205,0.178405,0.118721
206,0.198531,0.118822
207,0.216396,0.118678
208,0.213683,0.117890
209,0.173225,0.119497
210,0.242509,0.118876
211,0.172762,0.118185
212,0.175077,0.118309
213,0.189020,0.117868
214,0.176633,0.119272
215,0.167227,0.119206
216,0.174725,0.118389
217,0.173280,0.119163
218,0.171753,0.118644
219,0.166169,0.118754
220,0.170893,0.118496
221,0.170981,0.117871
222,0.170891,0.118362
223,0.187620,0.118356
224,0.160082,0.118378
225,0.171797,0.118831
226,0.172406,0.118976
227,0.183459,0.118669
228,0.171283,0.118675
229,0.200262,0.118351
230,0.188196,0.118702
231,0.196661,0.118411
232,0.185966,0.118288
233,0.191601,0.118939
234,0.168870,0.118606
235,0.153907,0.119059
236,0.172020,0.118592
237,0.178070,0.118531
238,0.168897,0.118463
239,0.175356,0.118055
240,0.159236,0.118385
241,0.177790,0.118586
242,0.168575,0.119183
243,0.188545,0.118560
244,0.165016,0.118389
245,0.174543,0.118742
246,0.163147,0.118446
247,0.160115,0.117852
248,0.179886,0.117984
249,0.149020,0.118367
250,0.182371,0.118557
251,0.151299,0.119362
252,0.151858,0.118366
253,0.173018,0.118527
254,0.158631,0.118608
255,0.185605,0.118255
256,0.153035,0.118271
257,0.149992,0.117917
258,0.218810,0.118710
259,0.175188,0.118834
260,0.159681,0.118452
261,0.152899,0.118780
262,0.157185,0.117838
263,0.150865,0.119128
264,0.168064,0.118731
265,0.155400,0.118217
266,0.178471,0.118588
267,0.146864,0.118202
268,0.155579,0.118370
269,0.160635,0.119527
270,0.141021,0.118396
271,0.166948,0.119027
272,0.151284,0.117878
273,0.148830,0.118668
274,0.148453,0.118972
275,0.165791,0.118241
276,0.145011,0.118346
277,0.155254,0.118578
278,0.142319,0.118403
279,0.144542,0.119435
280,0.134145,0.118165
281,0.145815,0.118579
282,0.159415,0.119266
283,0.157457,0.118302
284,0.155759,0.118823
285,0.165046,0.118728
286,0.145895,0.118878
287,0.162903,0.118914
288,0.141512,0.118151
289,0.152623,0.118508
290,0.157151,0.118731
291,0.155594,0.118138
292,0.153521,0.118297
293,0.137005,0.118537
294,0.144508,0.118706
295,0.160189,0.118522
296,0.149467,0.118521
297,0.166002,0.118535
298,0.165275,0.118480
299,0.147799,0.118716
300,0.165321,0.118513
301,0.144082,0.119702
302,0.141581,0.118402
303,0.175832,0.118038
