step,grad_norm,step_time
1,1.294182,0.407413
2,1.302730,0.117853
3,1.293888,0.116120
4,1.216191,0.117018
5,1.307144,0.121015
6,1.308941,0.117815
7,1.293524,0.117331
8,1.269265,0.119714
9,1.300848,0.118928
10,1.249512,0.117187
11,1.226385,0.116645
12,1.270498,0.116689
13,1.291935,0.117483
14,1.224808,0.117933
15,1.280035,0.116860
16,1.315693,0.118098
17,1.267394,0.118481
18,1.247695,0.117357
19,1.360791,0.117424
20,1.288891,0.116067
21,1.346192,0.117338
22,1.362880,0.117913
23,1.342274,0.117678
24,1.323812,0.117916
25,1.389828,0.117991
26,1.368222,0.118311
27,1.457136,0.118075
28,1.481426,0.116997
29,1.470041,0.117206
30,1.593205,0.117237
31,1.524950,0.117281
32,1.566607,0.117687
33,1.647207,0.117967
34,1.685685,0.118900
35,1.661714,0.117996
36,1.677879,0.117443
37,1.688333,0.116691
38,1.703957,0.117196
39,1.750984,0.118366
40,1.754538,0.117373
41,1.822186,0.117865
42,1.848080,0.118348
43,1.865034,0.118165
44,1.898785,0.118255
45,1.928030,0.117233
46,1.888046,0.117154
47,1.879357,0.117323
48,1.914061,0.117206
49,1.931013,0.117914
50,1.922145,0.118074
51,1.898487,0.118619
52,1.875847,0.117007
53,1.915707,0.115629
54,1.883215,0.117619
55,1.801247,0.117470
56,1.819963,0.116966
57,1.836056,0.117886
58,1.784205,0.118449
59,1.737434,0.118472
60,1.781677,0.117741
61,1.743455,0.117030
62,1.688849,0.117410
63,1.702609,0.118604
64,1.704756,0.117259
65,1.657797,0.117693
66,1.595388,0.117699
67,1.635552,0.118210
68,1.580770,0.118192
69,1.590363,0.117379
70,1.498432,0.117152
71,1.487640,0.117183
72,1.492387,0.117628
73,1.449515,0.117614
74,1.444298,0.118036
75,1.414313,0.118105
76,1.334620,0.117808
77,1.324282,0.117450
78,1.339194,0.117409
79,1.225791,0.117619
80,1.280694,0.117336
81,1.217040,0.117377
82,1.219733,0.117326
83,1.104385,0.118378
84,1.101496,0.118201
85,1.085714,0.118208
86,1.052460,0.117210
87,0.977158,0.117636
88,1.004811,0.117711
89,1.029790,0.117650
90,0.948414,0.118119
91,0.975782,0.117892
92,0.871133,0.118176
93,0.868936,0.117981
94,0.776815,0.117485
95,0.770182,0.117655
96,0.736434,0.117340
97,0.700525,0.117401
98,0.706569,0.117940
99,0.691565,0.117847
100,0.696288,0.117677
101,0.630528,0.118359
102,0.683832,0.117242
103,0.596217,0.117862
104,0.598260,0.117741
105,0.553921,0.118150
106,0.557933,0.117788
107,0.633321,0.118060
108,0.524808,0.118238
109,0.523190,0.118824
110,0.544901,0.117397
111,0.567020,0.117793
112,0.530656,0.118059
113,0.643649,0.118176
114,0.585429,0.118850
115,0.526553,0.117944
116,0.493852,0.118081
117,0.504980,0.118424
118,0.471504,0.117666
119,0.491845,0.117850
120,0.489866,0.117483
121,0.528457,0.118015
122,0.520563,0.118148
123,0.497599,0.117792
124,0.462076,0.117809
125,0.449192,0.118175
126,0.494291,0.118097
127,0.521411,0.117928
128,0.514285,0.117527
129,0.502973,0.117808
130,0.459576,0.118543
131,0.447932,0.117751
132,0.475308,0.117981
133,0.480916,0.118328
134,0.456661,0.117873
135,0.477548,0.117779
136,0.451691,0.117372
137,0.490508,0.117800
138,0.491081,0.117843
139,0.465760,0.117910
140,0.482925,0.117731
141,0.461817,0.118943
142,0.500764,0.117998
143,0.450964,0.117647
144,0.516678,0.117821
145,0.470235,0.118191
146,0.460937,0.118405
147,0.497320,0.118412
148,0.526688,0.118021
149,0.425112,0.118097
150,0.508879,0.118035
151,0.473631,0.119517
152,0.480503,0.117427
153,0.518334,0.117994
154,0.452770,0.118059
155,0.460950,0.118633
156,0.477068,0.118088
157,0.481535,0.118233
158,0.443868,0.117456
159,0.482807,0.118310
160,0.480565,0.117834
161,0.520139,0.117873
162,0.441149,0.117708
163,0.487761,0.118394
164,0.496608,0.118294
165,0.457834,0.118319
166,0.446210,0.117910
167,0.495040,0.117928
168,0.472222,0.117591
169,0.462933,0.118297
170,0.544874,0.118061
171,0.439199,0.118950
172,0.481568,0.118330
173,0.435197,0.117887
174,0.467474,0.117905
175,0.430630,0.118871
176,0.483472,0.117542
177,0.662314,0.117556
178,0.414723,0.117879
179,0.520157,0.118457
180,0.415157,0.118926
181,0.433534,0.118741
182,0.452589,0.118008
183,0.455645,0.117891
184,0.436477,0.117306
185,0.453170,0.117504
186,0.475381,0.117631
187,0.459914,0.118442
188,0.465344,0.118277
189,0.453226,0.118478
190,0.465380,0.118202
191,0.477430,0.118366
192,0.440971,0.117722
193,0.447748,0.117239
194,0.449311,0.117973
195,0.483496,0.118127
196,0.468774,0.118662
197,0.438870,0.117748
198,0.409341,0.118561
199,0.480224,0.118015
200,0.453168,0.118118
201,0.460919,0.118913
202,0.416893,0.117935
203,0.459810,0.118887
204,0.468564,0.118774
205,0.506953,0.118475
206,0.482032,0.117410
207,0.517029,0.117462
208,0.459014,0.117500
209,0.445038,0.118808
210,0.539940,0.117505
211,0.457885,0.118726
212,0.483404,0.118891
