step,grad_norm,step_time
1,1.294182,0.136715
2,1.302665,0.121154
3,1.293194,0.119465
4,1.221011,0.118716
5,1.335147,0.118055
6,1.411510,0.117741
7,1.509842,0.120042
8,1.650397,0.120615
9,1.862221,0.119151
10,1.907037,0.118175
11,1.931242,0.118128
12,1.845941,0.118677
13,1.794039,0.117227
14,1.647860,0.118259
15,1.601305,0.118832
16,1.552285,0.119533
17,1.375841,0.120360
18,1.114669,0.118676
19,1.026549,0.118993
20,0.883187,0.118072
21,0.823377,0.117699
22,0.720941,0.117964
23,0.625304,0.117348
24,0.510401,0.118401
25,0.674217,0.119044
26,0.541185,0.118690
27,0.664711,0.119087
28,0.465561,0.118381
29,0.550254,0.117862
30,0.635519,0.118023
31,0.719409,0.117396
32,0.532132,0.117779
33,0.652941,0.119120
34,0.606740,0.119184
35,0.468521,0.118852
36,0.539327,0.118611
37,0.479993,0.117982
38,0.481832,0.118445
39,0.559383,0.118322
40,0.433488,0.117703
41,0.493826,0.119188
42,0.451493,0.118168
43,0.391502,0.119479
44,0.463971,0.119434
45,0.489455,0.118396
46,0.415076,0.118281
47,0.505141,0.117388
48,0.507393,0.118140
49,0.566947,0.118882
50,0.550006,0.118598
51,0.499769,0.119215
52,0.481831,0.118557
53,0.621727,0.118125
54,0.660650,0.117603
55,0.621275,0.118686
56,0.484062,0.118864
57,0.450244,0.119119
58,0.655358,0.118773
59,0.564497,0.118562
60,0.507681,0.118449
61,0.491520,0.118480
62,0.531676,0.117638
63,0.591865,0.118358
64,0.477211,0.118265
65,0.483420,0.118722
66,0.477169,0.118889
67,0.454120,0.119066
68,0.514581,0.118915
69,0.427789,0.119088
70,0.471773,0.117541
71,0.463693,0.118560
72,0.463734,0.118472
73,0.478888,0.118167
74,0.471669,0.118640
75,0.556008,0.118717
76,0.447536,0.119362
77,0.481472,0.118667
78,0.462153,0.118247
79,0.474469,0.118743
80,0.536407,0.118387
81,0.658306,0.118469
82,0.568514,0.118707
83,0.618413,0.118712
84,0.435595,0.119168
85,0.572890,0.118332
86,0.504451,0.117750
87,0.521956,0.118368
88,0.561511,0.118698
89,0.474484,0.118201
90,0.471257,0.118796
91,0.537388,0.118302
92,0.502273,0.119093
93,0.513206,0.118840
94,0.532254,0.118186
95,0.463492,0.117978
96,0.453374,0.117740
97,0.474129,0.118870
98,0.489522,0.118668
99,0.556740,0.118701
100,0.563873,0.118382
101,0.457584,0.119423
102,0.579481,0.117967
103,0.477628,0.117148
104,0.451979,0.118702
105,0.438407,0.118924
106,0.475362,0.118715
107,0.466493,0.118332
108,0.450580,0.118088
